timestamps,TP9,AF7,AF8,TP10,Right AUX
1743888795.785,970.703,971.680,971.191,971.191,0.000
1743888795.789,970.703,971.680,971.191,971.191,0.000
1743888795.793,970.703,971.191,971.680,971.680,0.000
1743888795.796,970.703,971.191,974.609,971.191,0.000
1743888795.800,987.305,987.793,972.656,987.793,0.000
1743888795.804,913.086,913.574,930.664,913.574,0.000
1743888795.808,-975.098,-974.609,999.023,-974.609,0.000
1743888795.812,861.328,862.305,563.477,861.816,0.000
1743888795.816,-597.168,-596.680,-882.324,-597.168,0.000
1743888795.820,-1000.000,-1000.000,-912.109,-1000.000,0.000
1743888795.824,-925.781,-925.781,573.242,-925.781,0.000
1743888795.828,-1000.000,-1000.000,-373.047,-1000.000,0.000
1743888795.828,-1000.000,-1000.000,-373.047,-1000.000,0.000
1743888795.832,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888795.835,0.000,-1000.000,-913.574,-1000.000,0.000
1743888795.839,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888795.843,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888795.847,0.000,-1000.000,-998.535,-1000.000,0.000
1743888795.851,0.000,-1000.000,-982.910,-1000.000,0.000
1743888795.855,0.000,-1000.000,-995.117,-1000.000,0.000
1743888795.859,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888795.863,0.000,-1000.000,-999.512,-1000.000,0.000
1743888795.867,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888795.871,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888795.875,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888795.878,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888795.882,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888795.886,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888795.890,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888795.894,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888795.898,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888795.902,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888795.906,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888795.910,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888795.914,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888795.918,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888795.921,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888795.925,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888795.929,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888795.933,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888795.937,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888795.941,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888795.945,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888795.949,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888795.953,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888795.957,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888795.960,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888795.964,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888795.968,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888795.972,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888795.976,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888795.980,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888795.984,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888795.988,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888795.992,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888795.996,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.000,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.003,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.007,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.011,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.015,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.019,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.023,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.027,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.031,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.035,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.039,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.043,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.046,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.050,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.054,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.058,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.062,-1000.000,-1000.000,-996.094,-1000.000,0.000
1743888796.066,-1000.000,-1000.000,-999.512,-1000.000,0.000
1743888796.070,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.074,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.078,-965.332,-965.332,-967.773,-963.867,0.000
1743888796.082,-1000.000,-1000.000,-995.605,-1000.000,0.000
1743888796.085,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.089,289.062,289.551,256.836,306.641,0.000
1743888796.093,-888.672,-887.695,-889.648,-888.672,0.000
1743888796.097,901.367,902.344,904.785,901.855,0.000
1743888796.101,976.562,977.539,975.586,978.027,0.000
1743888796.105,970.703,971.680,971.680,971.191,0.000
1743888796.109,970.703,971.680,971.680,971.191,0.000
1743888796.113,970.703,971.680,971.191,971.680,0.000
1743888796.117,970.703,971.191,971.191,971.191,0.000
1743888796.121,970.703,971.680,971.680,971.191,0.000
1743888796.125,970.703,971.680,971.191,971.191,0.000
1743888796.128,970.703,971.680,971.191,971.191,0.000
1743888796.132,970.703,971.680,971.680,971.191,0.000
1743888796.136,970.703,971.680,971.191,971.191,0.000
1743888796.140,970.703,971.680,971.191,971.680,0.000
1743888796.144,970.703,971.191,971.680,971.191,0.000
1743888796.148,970.703,971.680,971.191,971.680,0.000
1743888796.152,970.703,971.191,971.191,971.680,0.000
1743888796.156,970.703,971.680,971.680,971.680,0.000
1743888796.160,970.703,971.680,971.680,971.680,0.000
1743888796.164,970.703,971.680,971.191,971.680,0.000
1743888796.168,970.703,971.680,971.680,971.680,0.000
1743888796.171,970.703,971.191,971.680,971.680,0.000
1743888796.175,970.703,971.680,971.191,971.680,0.000
1743888796.179,970.703,971.680,971.191,971.191,0.000
1743888796.183,970.703,971.191,971.680,971.191,0.000
1743888796.187,970.703,971.191,974.121,971.191,0.000
1743888796.191,987.305,987.793,973.633,987.793,0.000
1743888796.195,913.086,913.574,930.664,913.574,0.000
1743888796.199,-975.098,-974.609,-990.234,-974.609,0.000
1743888796.203,861.328,862.305,539.551,861.816,0.000
1743888796.207,-597.168,-596.680,-789.551,-597.168,0.000
1743888796.210,-1000.000,-1000.000,-921.387,-1000.000,0.000
1743888796.214,-925.781,-925.781,-728.027,-925.781,0.000
1743888796.218,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.222,-1000.000,-1000.000,-970.215,-1000.000,0.000
1743888796.226,-1000.000,-1000.000,-535.156,-1000.000,0.000
1743888796.230,-1000.000,-1000.000,-817.383,-1000.000,0.000
1743888796.234,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.238,-1000.000,-1000.000,-969.727,-1000.000,0.000
1743888796.242,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.246,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.250,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.253,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.257,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.261,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.265,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.269,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.273,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.277,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.281,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.285,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.289,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.292,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.296,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.300,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.304,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.308,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.312,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.316,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.320,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.324,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.328,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.332,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.335,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.339,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.343,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.347,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.351,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.355,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.359,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.363,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.367,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.371,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.375,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.378,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.382,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.386,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.390,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.394,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.398,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.402,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.406,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.410,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.414,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.417,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.421,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.425,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.429,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.433,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.437,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.441,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.445,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.449,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.453,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.457,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.460,-1000.000,-1000.000,-999.512,-1000.000,0.000
1743888796.464,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.468,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.472,-934.082,-934.082,-930.664,-936.035,0.000
1743888796.476,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.480,-406.738,-406.738,-482.422,-376.465,0.000
1743888796.484,944.824,945.312,911.133,956.055,0.000
1743888796.488,991.699,992.188,-994.141,987.305,0.000
1743888796.492,927.734,928.711,922.363,930.664,0.000
1743888796.496,982.422,983.398,985.352,982.910,0.000
1743888796.500,970.703,971.680,971.680,971.680,0.000
1743888796.503,970.703,971.191,971.191,971.191,0.000
1743888796.507,970.703,971.680,971.680,971.680,0.000
1743888796.511,970.703,971.680,971.680,971.680,0.000
1743888796.515,970.703,971.680,971.191,971.191,0.000
1743888796.519,970.703,971.680,971.680,971.191,0.000
1743888796.523,970.703,971.680,971.680,971.191,0.000
1743888796.527,970.703,971.680,971.191,971.680,0.000
1743888796.531,970.703,971.680,971.680,971.191,0.000
1743888796.535,970.703,971.191,971.680,971.680,0.000
1743888796.539,970.703,971.191,971.680,971.191,0.000
1743888796.542,970.703,971.680,971.680,971.680,0.000
1743888796.546,970.703,971.680,971.191,971.680,0.000
1743888796.550,970.703,971.191,971.680,971.191,0.000
1743888796.554,970.703,971.191,971.680,971.680,0.000
1743888796.558,970.703,971.191,971.191,971.191,0.000
1743888796.562,970.703,971.680,971.191,971.191,0.000
1743888796.566,970.703,971.680,971.191,971.191,0.000
1743888796.570,970.703,971.191,971.680,971.191,0.000
1743888796.574,970.703,971.191,971.680,971.191,0.000
1743888796.578,970.703,971.680,971.191,971.191,0.000
1743888796.582,970.703,971.191,974.609,971.191,0.000
1743888796.585,988.281,989.258,970.215,988.770,0.000
1743888796.589,898.926,901.855,930.664,900.391,0.000
1743888796.593,-927.734,-937.500,-989.258,-930.664,0.000
1743888796.597,670.898,721.680,333.496,687.500,0.000
1743888796.601,-808.594,-762.695,-884.766,-793.945,0.000
1743888796.605,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.609,-935.059,-931.641,-980.957,-934.082,0.000
1743888796.613,-1000.000,-1000.000,-960.449,-1000.000,0.000
1743888796.617,-1000.000,-1000.000,-810.547,-1000.000,0.000
1743888796.621,-1000.000,-1000.000,-979.492,-1000.000,0.000
1743888796.625,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.628,-1000.000,-1000.000,-989.746,-1000.000,0.000
1743888796.632,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.636,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.640,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.644,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.648,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.652,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.656,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.660,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.664,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.667,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.671,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.675,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.679,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.683,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.687,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.691,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.695,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.699,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.703,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.707,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.710,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.714,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.718,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.722,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.726,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.730,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.734,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.738,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.742,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.746,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.750,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.753,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.757,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.761,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.765,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.769,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.773,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.777,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.781,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.785,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.789,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.792,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.796,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.800,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.804,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.808,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.812,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.816,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.820,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.824,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.828,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.832,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.835,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.839,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.843,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.847,-931.641,-930.664,-935.547,-931.641,0.000
1743888796.851,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888796.855,-756.836,-746.094,-812.500,-756.836,0.000
1743888796.859,727.051,737.793,666.016,727.539,0.000
1743888796.863,-939.453,-941.406,-926.270,-938.965,0.000
1743888796.867,901.855,903.320,899.414,902.344,0.000
1743888796.871,988.770,989.258,988.770,989.258,0.000
1743888796.875,970.703,971.680,971.680,971.191,0.000
1743888796.878,970.703,971.191,971.191,971.191,0.000
1743888796.882,970.703,971.191,971.191,971.680,0.000
1743888796.886,970.703,971.680,971.680,971.680,0.000
1743888796.890,970.703,971.680,971.680,971.680,0.000
1743888796.894,970.703,971.191,971.680,971.191,0.000
1743888796.898,970.703,971.191,971.680,971.191,0.000
1743888796.902,970.703,971.191,971.191,971.191,0.000
1743888796.906,970.703,971.191,971.680,971.191,0.000
1743888796.910,970.703,971.680,971.680,971.191,0.000
1743888796.914,970.703,971.191,971.191,971.191,0.000
1743888796.917,970.703,971.191,971.191,971.680,0.000
1743888796.921,970.703,971.680,971.191,971.680,0.000
1743888796.925,970.703,971.680,971.191,971.191,0.000
1743888796.929,970.703,971.680,971.680,971.680,0.000
1743888796.933,970.703,971.191,971.680,971.680,0.000
1743888796.937,970.703,971.191,971.191,971.191,0.000
1743888796.941,970.703,971.680,971.680,971.680,0.000
1743888796.945,970.703,971.680,971.191,971.680,0.000
1743888796.949,970.703,971.191,971.191,971.191,0.000
1743888796.953,970.703,971.191,972.656,971.191,0.000
1743888796.957,970.703,971.680,970.703,971.680,0.000
1743888796.960,970.703,971.191,952.637,971.680,0.000
1743888796.964,970.703,971.191,-980.957,971.680,0.000
1743888796.968,970.703,971.191,716.309,971.191,0.000
1743888796.972,970.703,971.191,470.215,971.191,0.000
1743888796.976,970.703,971.191,885.254,971.191,0.000
1743888796.980,970.703,971.191,-956.543,971.191,0.000
1743888796.984,970.703,971.191,820.801,971.191,0.000
1743888796.988,970.703,971.191,535.645,971.191,0.000
1743888796.992,974.609,974.121,860.352,974.121,0.000
1743888796.996,957.031,964.844,992.676,963.867,0.000
1743888797.000,932.617,923.340,912.109,924.805,0.000
1743888797.003,-928.223,-917.480,-982.422,-919.434,0.000
1743888797.007,-5.371,113.770,-145.020,94.238,0.000
1743888797.011,-1000.000,-1000.000,-270.996,-1000.000,0.000
1743888797.015,-963.867,-980.957,514.160,-978.027,0.000
1743888797.019,-986.328,-977.539,-518.555,-979.004,0.000
1743888797.023,-1000.000,-1000.000,445.312,-1000.000,0.000
1743888797.027,-1000.000,-1000.000,754.883,-1000.000,0.000
1743888797.031,-1000.000,-1000.000,-861.328,-1000.000,0.000
1743888797.035,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.039,-1000.000,-1000.000,-942.383,-1000.000,0.000
1743888797.042,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.046,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.050,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.054,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.058,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.062,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.066,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.070,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.074,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.078,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.082,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.085,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.089,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.093,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.097,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.101,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.105,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.109,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.113,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.117,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.121,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.124,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.128,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.132,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.136,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.140,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.144,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.148,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.152,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.156,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.160,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.164,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.167,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.171,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.175,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.179,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.183,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.187,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.191,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.195,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.199,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.203,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.207,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.210,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.214,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.218,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.222,0.000,-927.734,-931.641,-927.734,0.000
1743888797.226,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.230,0.000,-680.176,-723.145,-680.176,0.000
1743888797.234,0.000,798.828,748.047,798.340,0.000
1743888797.238,-957.031,-956.055,-945.801,-956.543,0.000
1743888797.242,906.738,907.227,904.785,907.227,0.000
1743888797.246,988.281,988.770,988.770,989.258,0.000
1743888797.250,970.703,971.191,971.191,971.680,0.000
1743888797.253,970.703,971.191,971.680,971.191,0.000
1743888797.257,970.703,971.680,971.680,971.191,0.000
1743888797.261,970.703,971.680,971.680,971.191,0.000
1743888797.265,970.703,971.680,971.191,971.191,0.000
1743888797.269,970.703,971.680,971.191,971.191,0.000
1743888797.273,970.703,971.680,971.191,971.191,0.000
1743888797.277,970.703,971.680,971.191,971.191,0.000
1743888797.281,970.703,971.680,971.680,971.680,0.000
1743888797.285,970.703,971.191,971.680,971.680,0.000
1743888797.289,970.703,971.191,971.191,971.191,0.000
1743888797.292,970.703,971.680,971.680,971.191,0.000
1743888797.296,970.703,971.191,971.680,971.191,0.000
1743888797.300,970.703,971.191,971.191,971.191,0.000
1743888797.304,970.703,971.680,973.633,971.191,0.000
1743888797.308,970.703,971.680,960.449,971.191,0.000
1743888797.312,971.191,971.680,992.676,971.680,0.000
1743888797.316,981.445,981.934,937.500,981.934,0.000
1743888797.320,902.344,903.320,728.516,902.832,0.000
1743888797.324,-912.109,-911.133,961.914,-911.133,0.000
1743888797.328,467.773,468.262,33.203,467.773,0.000
1743888797.332,-925.293,-925.293,-859.863,-925.293,0.000
1743888797.335,-1000.000,-1000.000,-772.949,-1000.000,0.000
1743888797.339,-950.684,-950.684,-1000.000,-950.684,0.000
1743888797.343,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.347,-1000.000,-1000.000,-997.559,-1000.000,0.000
1743888797.351,-1000.000,-1000.000,-996.582,-1000.000,0.000
1743888797.355,-1000.000,-1000.000,-997.070,-1000.000,0.000
1743888797.359,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.363,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.367,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.371,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.374,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.378,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.382,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.386,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.390,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.394,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.398,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.402,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.406,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.410,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.414,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.417,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.421,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.425,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.429,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.433,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.437,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.441,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.445,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.449,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.453,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.457,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.460,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.464,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.468,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.472,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888797.476,-1000.000,-1000.000,-1000.000,-1000.000,0.000
